source,target,relation,context,source_document,creation_timestamp
222,243,has part,SPECIAL-510(k) Submission for CAPNOSTREAM20 two parameter bedside monitor with microMediC02 G02 module\n51 0(k) Summary of Safety and Effectiveness )u q (2\n7. 510(k) Summary of Safety and Effectiveness yU t\nThis summary of safety and effectiveness information is being submitted in accordance with\nthe requirements of 21 CFR 807.92\n(This section is not confidential),K094012.pdf.txt,2025-11-05T17:29:30.735269
243,222,part of,SPECIAL-510(k) Submission for CAPNOSTREAM20 two parameter bedside monitor with microMediC02 G02 module\n51 0(k) Summary of Safety and Effectiveness )u q (2\n7. 510(k) Summary of Safety and Effectiveness yU t\nThis summary of safety and effectiveness information is being submitted in accordance with\nthe requirements of 21 CFR 807.92\n(This section is not confidential),K094012.pdf.txt,2025-11-05T17:29:30.735269
95,157,has part,The Capnostream20 monitor provides the clinician with an integrated pulmonary index (IPI).\n,K094012.pdf.txt,2025-11-05T17:29:30.735269
277,231,part of,"The micromediCO2 includes a smaller lamp, a new solenoid, broader use of molded parts\nto improve production quality, increased processing power, reduced power consumption\nand improved flow regulation.\n",K094012.pdf.txt,2025-11-05T17:29:30.735269
238,154,uses,"The micromediCO2 module is smaller in size than\nthe miniMediC02 module, in order to facilitate integration inside other OEM monitors, and\nprovides enhanced processing and memory capacity, to support software applications for\nfuture development.",K094012.pdf.txt,2025-11-05T17:29:30.735269
58,243,instance of,SPECIAL-510(k) Submission for CAPNOSTREAM20 two parameter bedside monitor with microMediC02 G02 module\n51 0(k) Summary of Safety and Effectiveness )u q (2\n7. 510(k) Summary of Safety and Effectiveness yU t\nThis summary of safety and effectiveness information is being submitted in accordance with\nthe requirements of 21 CFR 807.92\n(This section is not confidential),K094012.pdf.txt,2025-11-05T17:29:30.735269
215,273,studies,A hazard analysis was carried out on the module and on the Capnostream2O monitor with\nthe new module.,K094012.pdf.txt,2025-11-05T17:29:30.735269
273,215,studied by,A hazard analysis was carried out on the module and on the Capnostream2O monitor with\nthe new module.,K094012.pdf.txt,2025-11-05T17:29:30.735269
176,288,use,Verification\nand validation of the new module as a standalone and when integrated in the monitor were\nsuccessfully completed.\n,K094012.pdf.txt,2025-11-05T17:29:30.735269
48,261,different from,"Rachel Weissbrod, Director of Regulatory Affairs\nOridion Medical 1987 Ltd.\nHar Hotzvim Science Park\nPOB3 45025\n91450 Jerusalem, Israel\nTelephone: 857-9 19-2923\nFax: +972-2-586-6680\nEmail: rachel.weissbrod~oridion.com\nDEVICE INFORMATION\nTrade Name: Capnostream2o\nCommon Name: Two Parameter Bedside Monitor\nClassification Name: Capnograph/Pulse Oximeter\nRegulation Number:\n868.1400, Carbon Dioxide Analyzer (Classification CCK)\n870.2700 Pulse Oximeter (Classification DQA)\nDevice Listing Number: D001lliS.\nPage 10SPECIAL-51 0(k) Submission for CAPNOSTREAM2O two parameter bedside monitor with microMediCO2 C02 module\n510(k) Summary of Safety and Effectiveness\nPREDICATE DEVICE\nCapnostream20 with the microMediC02 002 board is substantially equivalent to the\nfollowing commercially available device:\nManufacturer Device 510(k)No.",K094012.pdf.txt,2025-11-05T17:29:30.735269
261,48,different from,"Rachel Weissbrod, Director of Regulatory Affairs\nOridion Medical 1987 Ltd.\nHar Hotzvim Science Park\nPOB3 45025\n91450 Jerusalem, Israel\nTelephone: 857-9 19-2923\nFax: +972-2-586-6680\nEmail: rachel.weissbrod~oridion.com\nDEVICE INFORMATION\nTrade Name: Capnostream2o\nCommon Name: Two Parameter Bedside Monitor\nClassification Name: Capnograph/Pulse Oximeter\nRegulation Number:\n868.1400, Carbon Dioxide Analyzer (Classification CCK)\n870.2700 Pulse Oximeter (Classification DQA)\nDevice Listing Number: D001lliS.\nPage 10SPECIAL-51 0(k) Submission for CAPNOSTREAM2O two parameter bedside monitor with microMediCO2 C02 module\n510(k) Summary of Safety and Effectiveness\nPREDICATE DEVICE\nCapnostream20 with the microMediC02 002 board is substantially equivalent to the\nfollowing commercially available device:\nManufacturer Device 510(k)No.",K094012.pdf.txt,2025-11-05T17:29:30.735269
202,216,subclass of,"INTENDED USE\nThe Capnostream20 combined capnograph/pulse oximeter monitor is intended to provide\nprofessionally trained health care providers the continuous, non invasive measurement and\nmonitoring of carbon dioxide concentration of the expired and inspired breath and\nrespiration rate, and for the continuous non-invasive monitoring of functional oxygen\nsaturation of arterial hemoglobin (SP02) and pulse rate.",K094012.pdf.txt,2025-11-05T17:29:30.735269
185,216,subclass of,"INTENDED USE\nThe Capnostream20 combined capnograph/pulse oximeter monitor is intended to provide\nprofessionally trained health care providers the continuous, non invasive measurement and\nmonitoring of carbon dioxide concentration of the expired and inspired breath and\nrespiration rate, and for the continuous non-invasive monitoring of functional oxygen\nsaturation of arterial hemoglobin (SP02) and pulse rate.",K094012.pdf.txt,2025-11-05T17:29:30.735269
228,216,subclass of,"INTENDED USE\nThe Capnostream20 combined capnograph/pulse oximeter monitor is intended to provide\nprofessionally trained health care providers the continuous, non invasive measurement and\nmonitoring of carbon dioxide concentration of the expired and inspired breath and\nrespiration rate, and for the continuous non-invasive monitoring of functional oxygen\nsaturation of arterial hemoglobin (SP02) and pulse rate.",K094012.pdf.txt,2025-11-05T17:29:30.735269
247,216,subclass of,"INTENDED USE\nThe Capnostream20 combined capnograph/pulse oximeter monitor is intended to provide\nprofessionally trained health care providers the continuous, non invasive measurement and\nmonitoring of carbon dioxide concentration of the expired and inspired breath and\nrespiration rate, and for the continuous non-invasive monitoring of functional oxygen\nsaturation of arterial hemoglobin (SP02) and pulse rate.",K094012.pdf.txt,2025-11-05T17:29:30.735269
169,279,different from,Sterility This device does not require This device does not require sterilization and is\nsterilization and is shipped marked shipped marked non-sterile.\n,K094012.pdf.txt,2025-11-05T17:29:30.735269
279,169,different from,Sterility This device does not require This device does not require sterilization and is\nsterilization and is shipped marked shipped marked non-sterile.\n,K094012.pdf.txt,2025-11-05T17:29:30.735269
159,26,part of,SPECIAL-510(k) Submission for CAPNOSTREAM20 two parameter bedside monitor with microMediC02 G02 module\n51 0(k) Summary of Safety and Effectiveness )u q (2\n7. 510(k) Summary of Safety and Effectiveness yU t\nThis summary of safety and effectiveness information is being submitted in accordance with\nthe requirements of 21 CFR 807.92\n(This section is not confidential),K094012.pdf.txt,2025-11-05T17:29:30.735269
26,159,has part,SPECIAL-510(k) Submission for CAPNOSTREAM20 two parameter bedside monitor with microMediC02 G02 module\n51 0(k) Summary of Safety and Effectiveness )u q (2\n7. 510(k) Summary of Safety and Effectiveness yU t\nThis summary of safety and effectiveness information is being submitted in accordance with\nthe requirements of 21 CFR 807.92\n(This section is not confidential),K094012.pdf.txt,2025-11-05T17:29:30.735269
136,75,subclass of,"Rachel Weissbrod, Director of Regulatory Affairs\nOridion Medical 1987 Ltd.\nHar Hotzvim Science Park\nPOB3 45025\n91450 Jerusalem, Israel\nTelephone: 857-9 19-2923\nFax: +972-2-586-6680\nEmail: rachel.weissbrod~oridion.com\nDEVICE INFORMATION\nTrade Name: Capnostream2o\nCommon Name: Two Parameter Bedside Monitor\nClassification Name: Capnograph/Pulse Oximeter\nRegulation Number:\n868.1400, Carbon Dioxide Analyzer (Classification CCK)\n870.2700 Pulse Oximeter (Classification DQA)\nDevice Listing Number: D001lliS.\nPage 10SPECIAL-51 0(k) Submission for CAPNOSTREAM2O two parameter bedside monitor with microMediCO2 C02 module\n510(k) Summary of Safety and Effectiveness\nPREDICATE DEVICE\nCapnostream20 with the microMediC02 002 board is substantially equivalent to the\nfollowing commercially available device:\nManufacturer Device 510(k)No.",K094012.pdf.txt,2025-11-05T17:29:30.735269
149,87,subsidiary,"Page 14DEPARTMENT OF HEALTH & HUMAN SERVICES Public Health Service\nFood and Drug Administration\n10903 Newv I ampshire Avenue\nDocumnent Control Roomn -W066-G609\nSilver Spring, MD 20993-0002\nMs. Rachel WeissbrodMA12zo\nDirector of Regulatory Affairs\nOridion Capnography, Incorporated\n160 Gould Street\nNeedham, Massachusetts 02494\nRe: K0940121\nTrade/Device Name: Capnostream20 with Micromnedico2 Module\nRegulation Number: 21 CER 868.1400\nRegulation Name: Carbon Dioxide Gas Analyzer\nRegulatory Class: 11\nProduct Code: CCK\nDated: April 13, 201 0\nReceived:",K094012.pdf.txt,2025-11-05T17:29:30.735269
87,149,parent organization,"Page 14DEPARTMENT OF HEALTH & HUMAN SERVICES Public Health Service\nFood and Drug Administration\n10903 Newv I ampshire Avenue\nDocumnent Control Roomn -W066-G609\nSilver Spring, MD 20993-0002\nMs. Rachel WeissbrodMA12zo\nDirector of Regulatory Affairs\nOridion Capnography, Incorporated\n160 Gould Street\nNeedham, Massachusetts 02494\nRe: K0940121\nTrade/Device Name: Capnostream20 with Micromnedico2 Module\nRegulation Number: 21 CER 868.1400\nRegulation Name: Carbon Dioxide Gas Analyzer\nRegulatory Class: 11\nProduct Code: CCK\nDated: April 13, 201 0\nReceived:",K094012.pdf.txt,2025-11-05T17:29:30.735269
240,181,subclass of,"The general controls provisions of the Act include\nrequirements for annual registration, listing of devices, good manufacturing practice,\nlabeling, and prohibitions against misbranding and adulteration.",K094012.pdf.txt,2025-11-05T17:29:30.735269
290,200,facet of,Please note: CDR-H does\nnot evaluate information related to contract liability warranties.,K094012.pdf.txt,2025-11-05T17:29:30.735269
284,241,opposite of,"We remind you, however,\nthat device labeling must be truthful and not misleading.\n",K094012.pdf.txt,2025-11-05T17:29:30.735269
72,173,has part,"Existing major regulations affecting your\ndevice can be found in the Code of Federal Regulations, Title 21, Parts 800 to 898.",K094012.pdf.txt,2025-11-05T17:29:30.735269
173,72,part of,"Existing major regulations affecting your\ndevice can be found in the Code of Federal Regulations, Title 21, Parts 800 to 898.",K094012.pdf.txt,2025-11-05T17:29:30.735269
9,16,has part,SPECIAL-510(k) Submission for CAPNOSTREAM20 two parameter bedside monitor with microMediC02 G02 module\n51 0(k) Summary of Safety and Effectiveness )u q (2\n7. 510(k) Summary of Safety and Effectiveness yU t\nThis summary of safety and effectiveness information is being submitted in accordance with\nthe requirements of 21 CFR 807.92\n(This section is not confidential),K094012.pdf.txt,2025-11-05T17:29:30.735269
9,14,has part,SPECIAL-510(k) Submission for CAPNOSTREAM20 two parameter bedside monitor with microMediC02 G02 module\n51 0(k) Summary of Safety and Effectiveness )u q (2\n7. 510(k) Summary of Safety and Effectiveness yU t\nThis summary of safety and effectiveness information is being submitted in accordance with\nthe requirements of 21 CFR 807.92\n(This section is not confidential),K094012.pdf.txt,2025-11-05T17:29:30.735269
9,17,has part,SPECIAL-510(k) Submission for CAPNOSTREAM20 two parameter bedside monitor with microMediC02 G02 module\n51 0(k) Summary of Safety and Effectiveness )u q (2\n7. 510(k) Summary of Safety and Effectiveness yU t\nThis summary of safety and effectiveness information is being submitted in accordance with\nthe requirements of 21 CFR 807.92\n(This section is not confidential),K094012.pdf.txt,2025-11-05T17:29:30.735269
9,10,has part,SPECIAL-510(k) Submission for CAPNOSTREAM20 two parameter bedside monitor with microMediC02 G02 module\n51 0(k) Summary of Safety and Effectiveness )u q (2\n7. 510(k) Summary of Safety and Effectiveness yU t\nThis summary of safety and effectiveness information is being submitted in accordance with\nthe requirements of 21 CFR 807.92\n(This section is not confidential),K094012.pdf.txt,2025-11-05T17:29:30.735269
16,9,part of,SPECIAL-510(k) Submission for CAPNOSTREAM20 two parameter bedside monitor with microMediC02 G02 module\n51 0(k) Summary of Safety and Effectiveness )u q (2\n7. 510(k) Summary of Safety and Effectiveness yU t\nThis summary of safety and effectiveness information is being submitted in accordance with\nthe requirements of 21 CFR 807.92\n(This section is not confidential),K094012.pdf.txt,2025-11-05T17:29:30.735269
14,9,part of,SPECIAL-510(k) Submission for CAPNOSTREAM20 two parameter bedside monitor with microMediC02 G02 module\n51 0(k) Summary of Safety and Effectiveness )u q (2\n7. 510(k) Summary of Safety and Effectiveness yU t\nThis summary of safety and effectiveness information is being submitted in accordance with\nthe requirements of 21 CFR 807.92\n(This section is not confidential),K094012.pdf.txt,2025-11-05T17:29:30.735269
15,9,part of,SPECIAL-510(k) Submission for CAPNOSTREAM20 two parameter bedside monitor with microMediC02 G02 module\n51 0(k) Summary of Safety and Effectiveness )u q (2\n7. 510(k) Summary of Safety and Effectiveness yU t\nThis summary of safety and effectiveness information is being submitted in accordance with\nthe requirements of 21 CFR 807.92\n(This section is not confidential),K094012.pdf.txt,2025-11-05T17:29:30.735269
17,9,part of,SPECIAL-510(k) Submission for CAPNOSTREAM20 two parameter bedside monitor with microMediC02 G02 module\n51 0(k) Summary of Safety and Effectiveness )u q (2\n7. 510(k) Summary of Safety and Effectiveness yU t\nThis summary of safety and effectiveness information is being submitted in accordance with\nthe requirements of 21 CFR 807.92\n(This section is not confidential),K094012.pdf.txt,2025-11-05T17:29:30.735269
10,9,part of,SPECIAL-510(k) Submission for CAPNOSTREAM20 two parameter bedside monitor with microMediC02 G02 module\n51 0(k) Summary of Safety and Effectiveness )u q (2\n7. 510(k) Summary of Safety and Effectiveness yU t\nThis summary of safety and effectiveness information is being submitted in accordance with\nthe requirements of 21 CFR 807.92\n(This section is not confidential),K094012.pdf.txt,2025-11-05T17:29:30.735269
85,68,subsidiary,"In\naddition, FDA may publish further announcements concerning your device in the Federal\nRegister.",K094012.pdf.txt,2025-11-05T17:29:30.735269
68,85,parent organization,"In\naddition, FDA may publish further announcements concerning your device in the Federal\nRegister.",K094012.pdf.txt,2025-11-05T17:29:30.735269
20,121,has part,"Also,\nplease note the regulation entitled, ""Misbranding by reference to premarket notification""\n(2I CFR Part 807.97).",K094012.pdf.txt,2025-11-05T17:29:30.735269
45,140,has part,SPECIAL-510(k) Submission for CAPNOSTREAM20 two parameter bedside monitor with microMediC02 G02 module\n51 0(k) Summary of Safety and Effectiveness )u q (2\n7. 510(k) Summary of Safety and Effectiveness yU t\nThis summary of safety and effectiveness information is being submitted in accordance with\nthe requirements of 21 CFR 807.92\n(This section is not confidential),K094012.pdf.txt,2025-11-05T17:29:30.735269
140,45,part of,SPECIAL-510(k) Submission for CAPNOSTREAM20 two parameter bedside monitor with microMediC02 G02 module\n51 0(k) Summary of Safety and Effectiveness )u q (2\n7. 510(k) Summary of Safety and Effectiveness yU t\nThis summary of safety and effectiveness information is being submitted in accordance with\nthe requirements of 21 CFR 807.92\n(This section is not confidential),K094012.pdf.txt,2025-11-05T17:29:30.735269
118,102,instance of,(800) 638-2041 or (301) 796-71 00 or at its Internet address\nhttp://www.fda.g2ov/MedicalDevices/ResourcesforYou/Industry/default.htm.\n,K094012.pdf.txt,2025-11-05T17:29:30.735269
34,36,award received,"Since rely yours,\nAnthony D. Watson, B.S., M.S., M.B.A.\nDirector\nDivision of Anesthesiology, General Hospital,\nInfection Control and Dental Devices\nOffice of Device Evaluation\n-Center for Devices and\nRadiological Health\nEnclosureSPECIAL-510(k)",K094012.pdf.txt,2025-11-05T17:29:30.735269
34,105,award received,"Since rely yours,\nAnthony D. Watson, B.S., M.S., M.B.A.\nDirector\nDivision of Anesthesiology, General Hospital,\nInfection Control and Dental Devices\nOffice of Device Evaluation\n-Center for Devices and\nRadiological Health\nEnclosureSPECIAL-510(k)",K094012.pdf.txt,2025-11-05T17:29:30.735269
24,81,subclass of,"Page 14DEPARTMENT OF HEALTH & HUMAN SERVICES Public Health Service\nFood and Drug Administration\n10903 Newv I ampshire Avenue\nDocumnent Control Roomn -W066-G609\nSilver Spring, MD 20993-0002\nMs. Rachel WeissbrodMA12zo\nDirector of Regulatory Affairs\nOridion Capnography, Incorporated\n160 Gould Street\nNeedham, Massachusetts 02494\nRe: K0940121\nTrade/Device Name: Capnostream20 with Micromnedico2 Module\nRegulation Number: 21 CER 868.1400\nRegulation Name: Carbon Dioxide Gas Analyzer\nRegulatory Class: 11\nProduct Code: CCK\nDated: April 13, 201 0\nReceived:",K094012.pdf.txt,2025-11-05T17:29:30.735269
48,243,subclass of,SPECIAL-510(k) Submission for CAPNOSTREAM20 two parameter bedside monitor with microMediC02 G02 module\n51 0(k) Summary of Safety and Effectiveness )u q (2\n7. 510(k) Summary of Safety and Effectiveness yU t\nThis summary of safety and effectiveness information is being submitted in accordance with\nthe requirements of 21 CFR 807.92\n(This section is not confidential),K094012.pdf.txt,2025-11-05T17:29:30.735269
64,227,use,The Capnostream20 monitor provides the clinician with an integrated pulmonary index (IPI).\n,K094012.pdf.txt,2025-11-05T17:29:30.735269
289,95,different from,The Capnostream20 monitor provides the clinician with an integrated pulmonary index (IPI).\n,K094012.pdf.txt,2025-11-05T17:29:30.735269
134,147,subclass of,Prescription Use X AND/OR Over-The-Counter Use _ __\n(Per 21 CFR 801 Subpart D) (21 CFR 801 Subpart C)\nPLEASE DO NOT WRITE BELOW THIS LINE -CONTINUE,K094012.pdf.txt,2025-11-05T17:29:30.735269
100,89,part of,"Since rely yours,\nAnthony D. Watson, B.S., M.S., M.B.A.\nDirector\nDivision of Anesthesiology, General Hospital,\nInfection Control and Dental Devices\nOffice of Device Evaluation\n-Center for Devices and\nRadiological Health\nEnclosureSPECIAL-510(k)",K094012.pdf.txt,2025-11-05T17:29:30.735269
26,80,manufacturer,"Rachel Weissbrod, Director of Regulatory Affairs\nOridion Medical 1987 Ltd.\nHar Hotzvim Science Park\nPOB3 45025\n91450 Jerusalem, Israel\nTelephone: 857-9 19-2923\nFax: +972-2-586-6680\nEmail: rachel.weissbrod~oridion.com\nDEVICE INFORMATION\nTrade Name: Capnostream2o\nCommon Name: Two Parameter Bedside Monitor\nClassification Name: Capnograph/Pulse Oximeter\nRegulation Number:\n868.1400, Carbon Dioxide Analyzer (Classification CCK)\n870.2700 Pulse Oximeter (Classification DQA)\nDevice Listing Number: D001lliS.\nPage 10SPECIAL-51 0(k) Submission for CAPNOSTREAM2O two parameter bedside monitor with microMediCO2 C02 module\n510(k) Summary of Safety and Effectiveness\nPREDICATE DEVICE\nCapnostream20 with the microMediC02 002 board is substantially equivalent to the\nfollowing commercially available device:\nManufacturer Device 510(k)No.",K094012.pdf.txt,2025-11-05T17:29:30.735269
